統計年,按照別,行政區域代碼,區域別,性別,出生時體重,胎別,嬰兒出生數
112,按登記日期分,64000150,高雄市大樹區,女,1001～1500克,３胞胎,0
112,按登記日期分,64000150,高雄市大樹區,女,1001～1500克,４胞胎,0
112,按登記日期分,64000150,高雄市大樹區,女,1001～1500克,５胞胎以上,0
112,按登記日期分,64000150,高雄市大樹區,女,1501～2000克,單胎,2
112,按登記日期分,64000150,高雄市大樹區,女,1501～2000克,雙胞胎,2
112,按登記日期分,64000150,高雄市大樹區,女,1501～2000克,３胞胎,0
112,按登記日期分,64000150,高雄市大樹區,女,1501～2000克,４胞胎,0
112,按登記日期分,64000150,高雄市大樹區,女,1501～2000克,５胞胎以上,0
112,按登記日期分,64000150,高雄市大樹區,女,2001～2500克,單胎,10
112,按登記日期分,64000150,高雄市大樹區,女,2001～2500克,雙胞胎,1
112,按登記日期分,64000150,高雄市大樹區,女,2001～2500克,３胞胎,0
112,按登記日期分,64000150,高雄市大樹區,女,2001～2500克,４胞胎,0
112,按登記日期分,64000150,高雄市大樹區,女,2001～2500克,５胞胎以上,0
112,按登記日期分,64000150,高雄市大樹區,女,2501～3000克,單胎,54
112,按登記日期分,64000150,高雄市大樹區,女,2501～3000克,雙胞胎,2
112,按登記日期分,64000150,高雄市大樹區,女,2501～3000克,３胞胎,0
112,按登記日期分,64000150,高雄市大樹區,女,2501～3000克,４胞胎,0
112,按登記日期分,64000150,高雄市大樹區,女,2501～3000克,５胞胎以上,0
112,按登記日期分,64000150,高雄市大樹區,女,3001～3500克,單胎,37
112,按登記日期分,64000150,高雄市大樹區,女,3001～3500克,雙胞胎,0
112,按登記日期分,64000150,高雄市大樹區,女,3001～3500克,３胞胎,0
112,按登記日期分,64000150,高雄市大樹區,女,3001～3500克,４胞胎,0
112,按登記日期分,64000150,高雄市大樹區,女,3001～3500克,５胞胎以上,0
112,按登記日期分,64000150,高雄市大樹區,女,3501～4000克,單胎,8
112,按登記日期分,64000150,高雄市大樹區,女,3501～4000克,雙胞胎,0
112,按登記日期分,64000150,高雄市大樹區,女,3501～4000克,３胞胎,0
112,按登記日期分,64000150,高雄市大樹區,女,3501～4000克,４胞胎,0
112,按登記日期分,64000150,高雄市大樹區,女,3501～4000克,５胞胎以上,0
112,按登記日期分,64000150,高雄市大樹區,女,4001～4500克,單胎,0
112,按登記日期分,64000150,高雄市大樹區,女,4001～4500克,雙胞胎,0
112,按登記日期分,64000150,高雄市大樹區,女,4001～4500克,３胞胎,0
112,按登記日期分,64000150,高雄市大樹區,女,4001～4500克,４胞胎,0
112,按登記日期分,64000150,高雄市大樹區,女,4001～4500克,５胞胎以上,0
112,按登記日期分,64000150,高雄市大樹區,女,4501～5000克,單胎,0
112,按登記日期分,64000150,高雄市大樹區,女,4501～5000克,雙胞胎,0
112,按登記日期分,64000150,高雄市大樹區,女,4501～5000克,３胞胎,0
112,按登記日期分,64000150,高雄市大樹區,女,4501～5000克,４胞胎,0
112,按登記日期分,64000150,高雄市大樹區,女,4501～5000克,５胞胎以上,0
112,按登記日期分,64000150,高雄市大樹區,女,5001克及以上,單胎,0
112,按登記日期分,64000150,高雄市大樹區,女,5001克及以上,雙胞胎,0
112,按登記日期分,64000150,高雄市大樹區,女,5001克及以上,３胞胎,0
112,按登記日期分,64000150,高雄市大樹區,女,5001克及以上,４胞胎,0
112,按登記日期分,64000150,高雄市大樹區,女,5001克及以上,５胞胎以上,0
112,按登記日期分,64000160,高雄市大社區,男,1000克及以下,單胎,1
112,按登記日期分,64000160,高雄市大社區,男,1000克及以下,雙胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,1000克及以下,３胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,1000克及以下,４胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,1000克及以下,５胞胎以上,0
112,按登記日期分,64000160,高雄市大社區,男,1001～1500克,單胎,0
112,按登記日期分,64000160,高雄市大社區,男,1001～1500克,雙胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,1001～1500克,３胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,1001～1500克,４胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,1001～1500克,５胞胎以上,0
112,按登記日期分,64000160,高雄市大社區,男,1501～2000克,單胎,1
112,按登記日期分,64000160,高雄市大社區,男,1501～2000克,雙胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,1501～2000克,３胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,1501～2000克,４胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,1501～2000克,５胞胎以上,0
112,按登記日期分,64000160,高雄市大社區,男,2001～2500克,單胎,8
112,按登記日期分,64000160,高雄市大社區,男,2001～2500克,雙胞胎,2
112,按登記日期分,64000160,高雄市大社區,男,2001～2500克,３胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,2001～2500克,４胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,2001～2500克,５胞胎以上,0
112,按登記日期分,64000160,高雄市大社區,男,2501～3000克,單胎,41
112,按登記日期分,64000160,高雄市大社區,男,2501～3000克,雙胞胎,2
112,按登記日期分,64000160,高雄市大社區,男,2501～3000克,３胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,2501～3000克,４胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,2501～3000克,５胞胎以上,0
112,按登記日期分,64000160,高雄市大社區,男,3001～3500克,單胎,59
112,按登記日期分,64000160,高雄市大社區,男,3001～3500克,雙胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,3001～3500克,３胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,3001～3500克,４胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,3001～3500克,５胞胎以上,0
112,按登記日期分,64000160,高雄市大社區,男,3501～4000克,單胎,15
112,按登記日期分,64000160,高雄市大社區,男,3501～4000克,雙胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,3501～4000克,３胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,3501～4000克,４胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,3501～4000克,５胞胎以上,0
112,按登記日期分,64000160,高雄市大社區,男,4001～4500克,單胎,1
112,按登記日期分,64000160,高雄市大社區,男,4001～4500克,雙胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,4001～4500克,３胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,4001～4500克,４胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,4001～4500克,５胞胎以上,0
112,按登記日期分,64000160,高雄市大社區,男,4501～5000克,單胎,0
112,按登記日期分,64000160,高雄市大社區,男,4501～5000克,雙胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,4501～5000克,３胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,4501～5000克,４胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,4501～5000克,５胞胎以上,0
112,按登記日期分,64000160,高雄市大社區,男,5001克及以上,單胎,0
112,按登記日期分,64000160,高雄市大社區,男,5001克及以上,雙胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,5001克及以上,３胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,5001克及以上,４胞胎,0
112,按登記日期分,64000160,高雄市大社區,男,5001克及以上,５胞胎以上,0
112,按登記日期分,64000160,高雄市大社區,女,1000克及以下,單胎,0
112,按登記日期分,64000160,高雄市大社區,女,1000克及以下,雙胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,1000克及以下,３胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,1000克及以下,４胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,1000克及以下,５胞胎以上,0
112,按登記日期分,64000160,高雄市大社區,女,1001～1500克,單胎,1
112,按登記日期分,64000160,高雄市大社區,女,1001～1500克,雙胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,1001～1500克,３胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,1001～1500克,４胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,1001～1500克,５胞胎以上,0
112,按登記日期分,64000160,高雄市大社區,女,1501～2000克,單胎,0
112,按登記日期分,64000160,高雄市大社區,女,1501～2000克,雙胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,1501～2000克,３胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,1501～2000克,４胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,1501～2000克,５胞胎以上,0
112,按登記日期分,64000160,高雄市大社區,女,2001～2500克,單胎,11
112,按登記日期分,64000160,高雄市大社區,女,2001～2500克,雙胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,2001～2500克,３胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,2001～2500克,４胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,2001～2500克,５胞胎以上,0
112,按登記日期分,64000160,高雄市大社區,女,2501～3000克,單胎,40
112,按登記日期分,64000160,高雄市大社區,女,2501～3000克,雙胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,2501～3000克,３胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,2501～3000克,４胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,2501～3000克,５胞胎以上,0
112,按登記日期分,64000160,高雄市大社區,女,3001～3500克,單胎,48
112,按登記日期分,64000160,高雄市大社區,女,3001～3500克,雙胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,3001～3500克,３胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,3001～3500克,４胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,3001～3500克,５胞胎以上,0
112,按登記日期分,64000160,高雄市大社區,女,3501～4000克,單胎,10
112,按登記日期分,64000160,高雄市大社區,女,3501～4000克,雙胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,3501～4000克,３胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,3501～4000克,４胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,3501～4000克,５胞胎以上,0
112,按登記日期分,64000160,高雄市大社區,女,4001～4500克,單胎,0
112,按登記日期分,64000160,高雄市大社區,女,4001～4500克,雙胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,4001～4500克,３胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,4001～4500克,４胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,4001～4500克,５胞胎以上,0
112,按登記日期分,64000160,高雄市大社區,女,4501～5000克,單胎,0
112,按登記日期分,64000160,高雄市大社區,女,4501～5000克,雙胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,4501～5000克,３胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,4501～5000克,４胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,4501～5000克,５胞胎以上,0
112,按登記日期分,64000160,高雄市大社區,女,5001克及以上,單胎,0
112,按登記日期分,64000160,高雄市大社區,女,5001克及以上,雙胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,5001克及以上,３胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,5001克及以上,４胞胎,0
112,按登記日期分,64000160,高雄市大社區,女,5001克及以上,５胞胎以上,0
112,按登記日期分,64000170,高雄市仁武區,男,1000克及以下,單胎,2
112,按登記日期分,64000170,高雄市仁武區,男,1000克及以下,雙胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,1000克及以下,３胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,1000克及以下,４胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,1000克及以下,５胞胎以上,0
112,按登記日期分,64000170,高雄市仁武區,男,1001～1500克,單胎,0
112,按登記日期分,64000170,高雄市仁武區,男,1001～1500克,雙胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,1001～1500克,３胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,1001～1500克,４胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,1001～1500克,５胞胎以上,0
112,按登記日期分,64000170,高雄市仁武區,男,1501～2000克,單胎,2
112,按登記日期分,64000170,高雄市仁武區,男,1501～2000克,雙胞胎,1
112,按登記日期分,64000170,高雄市仁武區,男,1501～2000克,３胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,1501～2000克,４胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,1501～2000克,５胞胎以上,0
112,按登記日期分,64000170,高雄市仁武區,男,2001～2500克,單胎,32
112,按登記日期分,64000170,高雄市仁武區,男,2001～2500克,雙胞胎,2
112,按登記日期分,64000170,高雄市仁武區,男,2001～2500克,３胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,2001～2500克,４胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,2001～2500克,５胞胎以上,0
112,按登記日期分,64000170,高雄市仁武區,男,2501～3000克,單胎,126
112,按登記日期分,64000170,高雄市仁武區,男,2501～3000克,雙胞胎,3
112,按登記日期分,64000170,高雄市仁武區,男,2501～3000克,３胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,2501～3000克,４胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,2501～3000克,５胞胎以上,0
112,按登記日期分,64000170,高雄市仁武區,男,3001～3500克,單胎,178
112,按登記日期分,64000170,高雄市仁武區,男,3001～3500克,雙胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,3001～3500克,３胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,3001～3500克,４胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,3001～3500克,５胞胎以上,0
112,按登記日期分,64000170,高雄市仁武區,男,3501～4000克,單胎,42
112,按登記日期分,64000170,高雄市仁武區,男,3501～4000克,雙胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,3501～4000克,３胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,3501～4000克,４胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,3501～4000克,５胞胎以上,0
112,按登記日期分,64000170,高雄市仁武區,男,4001～4500克,單胎,3
112,按登記日期分,64000170,高雄市仁武區,男,4001～4500克,雙胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,4001～4500克,３胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,4001～4500克,４胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,4001～4500克,５胞胎以上,0
112,按登記日期分,64000170,高雄市仁武區,男,4501～5000克,單胎,0
112,按登記日期分,64000170,高雄市仁武區,男,4501～5000克,雙胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,4501～5000克,３胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,4501～5000克,４胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,4501～5000克,５胞胎以上,0
112,按登記日期分,64000170,高雄市仁武區,男,5001克及以上,單胎,0
112,按登記日期分,64000170,高雄市仁武區,男,5001克及以上,雙胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,5001克及以上,３胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,5001克及以上,４胞胎,0
112,按登記日期分,64000170,高雄市仁武區,男,5001克及以上,５胞胎以上,0
112,按登記日期分,64000170,高雄市仁武區,女,1000克及以下,單胎,2
112,按登記日期分,64000170,高雄市仁武區,女,1000克及以下,雙胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,1000克及以下,３胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,1000克及以下,４胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,1000克及以下,５胞胎以上,0
112,按登記日期分,64000170,高雄市仁武區,女,1001～1500克,單胎,1
112,按登記日期分,64000170,高雄市仁武區,女,1001～1500克,雙胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,1001～1500克,３胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,1001～1500克,４胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,1001～1500克,５胞胎以上,0
112,按登記日期分,64000170,高雄市仁武區,女,1501～2000克,單胎,3
112,按登記日期分,64000170,高雄市仁武區,女,1501～2000克,雙胞胎,5
112,按登記日期分,64000170,高雄市仁武區,女,1501～2000克,３胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,1501～2000克,４胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,1501～2000克,５胞胎以上,0
112,按登記日期分,64000170,高雄市仁武區,女,2001～2500克,單胎,38
112,按登記日期分,64000170,高雄市仁武區,女,2001～2500克,雙胞胎,6
112,按登記日期分,64000170,高雄市仁武區,女,2001～2500克,３胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,2001～2500克,４胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,2001～2500克,５胞胎以上,0
112,按登記日期分,64000170,高雄市仁武區,女,2501～3000克,單胎,146
112,按登記日期分,64000170,高雄市仁武區,女,2501～3000克,雙胞胎,7
112,按登記日期分,64000170,高雄市仁武區,女,2501～3000克,３胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,2501～3000克,４胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,2501～3000克,５胞胎以上,0
112,按登記日期分,64000170,高雄市仁武區,女,3001～3500克,單胎,129
112,按登記日期分,64000170,高雄市仁武區,女,3001～3500克,雙胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,3001～3500克,３胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,3001～3500克,４胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,3001～3500克,５胞胎以上,0
112,按登記日期分,64000170,高雄市仁武區,女,3501～4000克,單胎,29
112,按登記日期分,64000170,高雄市仁武區,女,3501～4000克,雙胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,3501～4000克,３胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,3501～4000克,４胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,3501～4000克,５胞胎以上,0
112,按登記日期分,64000170,高雄市仁武區,女,4001～4500克,單胎,3
112,按登記日期分,64000170,高雄市仁武區,女,4001～4500克,雙胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,4001～4500克,３胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,4001～4500克,４胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,4001～4500克,５胞胎以上,0
112,按登記日期分,64000170,高雄市仁武區,女,4501～5000克,單胎,0
112,按登記日期分,64000170,高雄市仁武區,女,4501～5000克,雙胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,4501～5000克,３胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,4501～5000克,４胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,4501～5000克,５胞胎以上,0
112,按登記日期分,64000170,高雄市仁武區,女,5001克及以上,單胎,0
112,按登記日期分,64000170,高雄市仁武區,女,5001克及以上,雙胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,5001克及以上,３胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,5001克及以上,４胞胎,0
112,按登記日期分,64000170,高雄市仁武區,女,5001克及以上,５胞胎以上,0
112,按登記日期分,64000180,高雄市鳥松區,男,1000克及以下,單胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,1000克及以下,雙胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,1000克及以下,３胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,1000克及以下,４胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,1000克及以下,５胞胎以上,0
112,按登記日期分,64000180,高雄市鳥松區,男,1001～1500克,單胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,1001～1500克,雙胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,1001～1500克,３胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,1001～1500克,４胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,1001～1500克,５胞胎以上,0
112,按登記日期分,64000180,高雄市鳥松區,男,1501～2000克,單胎,2
112,按登記日期分,64000180,高雄市鳥松區,男,1501～2000克,雙胞胎,1
112,按登記日期分,64000180,高雄市鳥松區,男,1501～2000克,３胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,1501～2000克,４胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,1501～2000克,５胞胎以上,0
112,按登記日期分,64000180,高雄市鳥松區,男,2001～2500克,單胎,5
112,按登記日期分,64000180,高雄市鳥松區,男,2001～2500克,雙胞胎,5
112,按登記日期分,64000180,高雄市鳥松區,男,2001～2500克,３胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,2001～2500克,４胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,2001～2500克,５胞胎以上,0
112,按登記日期分,64000180,高雄市鳥松區,男,2501～3000克,單胎,37
112,按登記日期分,64000180,高雄市鳥松區,男,2501～3000克,雙胞胎,4
112,按登記日期分,64000180,高雄市鳥松區,男,2501～3000克,３胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,2501～3000克,４胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,2501～3000克,５胞胎以上,0
112,按登記日期分,64000180,高雄市鳥松區,男,3001～3500克,單胎,42
112,按登記日期分,64000180,高雄市鳥松區,男,3001～3500克,雙胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,3001～3500克,３胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,3001～3500克,４胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,3001～3500克,５胞胎以上,0
112,按登記日期分,64000180,高雄市鳥松區,男,3501～4000克,單胎,14
112,按登記日期分,64000180,高雄市鳥松區,男,3501～4000克,雙胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,3501～4000克,３胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,3501～4000克,４胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,3501～4000克,５胞胎以上,0
112,按登記日期分,64000180,高雄市鳥松區,男,4001～4500克,單胎,2
112,按登記日期分,64000180,高雄市鳥松區,男,4001～4500克,雙胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,4001～4500克,３胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,4001～4500克,４胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,4001～4500克,５胞胎以上,0
112,按登記日期分,64000180,高雄市鳥松區,男,4501～5000克,單胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,4501～5000克,雙胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,4501～5000克,３胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,4501～5000克,４胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,4501～5000克,５胞胎以上,0
112,按登記日期分,64000180,高雄市鳥松區,男,5001克及以上,單胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,5001克及以上,雙胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,5001克及以上,３胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,5001克及以上,４胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,男,5001克及以上,５胞胎以上,0
112,按登記日期分,64000180,高雄市鳥松區,女,1000克及以下,單胎,1
112,按登記日期分,64000180,高雄市鳥松區,女,1000克及以下,雙胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,1000克及以下,３胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,1000克及以下,４胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,1000克及以下,５胞胎以上,0
112,按登記日期分,64000180,高雄市鳥松區,女,1001～1500克,單胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,1001～1500克,雙胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,1001～1500克,３胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,1001～1500克,４胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,1001～1500克,５胞胎以上,0
112,按登記日期分,64000180,高雄市鳥松區,女,1501～2000克,單胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,1501～2000克,雙胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,1501～2000克,３胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,1501～2000克,４胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,1501～2000克,５胞胎以上,0
112,按登記日期分,64000180,高雄市鳥松區,女,2001～2500克,單胎,6
112,按登記日期分,64000180,高雄市鳥松區,女,2001～2500克,雙胞胎,2
112,按登記日期分,64000180,高雄市鳥松區,女,2001～2500克,３胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,2001～2500克,４胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,2001～2500克,５胞胎以上,0
112,按登記日期分,64000180,高雄市鳥松區,女,2501～3000克,單胎,45
112,按登記日期分,64000180,高雄市鳥松區,女,2501～3000克,雙胞胎,1
112,按登記日期分,64000180,高雄市鳥松區,女,2501～3000克,３胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,2501～3000克,４胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,2501～3000克,５胞胎以上,0
112,按登記日期分,64000180,高雄市鳥松區,女,3001～3500克,單胎,47
112,按登記日期分,64000180,高雄市鳥松區,女,3001～3500克,雙胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,3001～3500克,３胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,3001～3500克,４胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,3001～3500克,５胞胎以上,0
112,按登記日期分,64000180,高雄市鳥松區,女,3501～4000克,單胎,7
112,按登記日期分,64000180,高雄市鳥松區,女,3501～4000克,雙胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,3501～4000克,３胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,3501～4000克,４胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,3501～4000克,５胞胎以上,0
112,按登記日期分,64000180,高雄市鳥松區,女,4001～4500克,單胎,1
112,按登記日期分,64000180,高雄市鳥松區,女,4001～4500克,雙胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,4001～4500克,３胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,4001～4500克,４胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,4001～4500克,５胞胎以上,0
112,按登記日期分,64000180,高雄市鳥松區,女,4501～5000克,單胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,4501～5000克,雙胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,4501～5000克,３胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,4501～5000克,４胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,4501～5000克,５胞胎以上,0
112,按登記日期分,64000180,高雄市鳥松區,女,5001克及以上,單胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,5001克及以上,雙胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,5001克及以上,３胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,5001克及以上,４胞胎,0
112,按登記日期分,64000180,高雄市鳥松區,女,5001克及以上,５胞胎以上,0
112,按登記日期分,64000190,高雄市岡山區,男,1000克及以下,單胎,1
112,按登記日期分,64000190,高雄市岡山區,男,1000克及以下,雙胞胎,0
112,按登記日期分,64000190,高雄市岡山區,男,1000克及以下,３胞胎,0
112,按登記日期分,64000190,高雄市岡山區,男,1000克及以下,４胞胎,0
112,按登記日期分,64000190,高雄市岡山區,男,1000克及以下,５胞胎以上,0
112,按登記日期分,64000190,高雄市岡山區,男,1001～1500克,單胎,3
112,按登記日期分,64000190,高雄市岡山區,男,1001～1500克,雙胞胎,0
112,按登記日期分,64000190,高雄市岡山區,男,1001～1500克,３胞胎,0
112,按登記日期分,64000190,高雄市岡山區,男,1001～1500克,４胞胎,0
112,按登記日期分,64000190,高雄市岡山區,男,1001～1500克,５胞胎以上,0
112,按登記日期分,64000190,高雄市岡山區,男,1501～2000克,單胎,6
112,按登記日期分,64000190,高雄市岡山區,男,1501～2000克,雙胞胎,0
112,按登記日期分,64000190,高雄市岡山區,男,1501～2000克,３胞胎,0
