統計年,按照別,區域別代碼,區域別,懷孕期間,出生時體重,嬰兒出生數
111,按發生日期分,10008080,南投縣中寮鄉,41～42週,3501～4000克,0
111,按發生日期分,10008080,南投縣中寮鄉,41～42週,4001～4500克,0
111,按發生日期分,10008080,南投縣中寮鄉,41～42週,4501～5000克,0
111,按發生日期分,10008080,南投縣中寮鄉,41～42週,5001克及以上,0
111,按發生日期分,10008080,南投縣中寮鄉,43週以上,1000克及以下,0
111,按發生日期分,10008080,南投縣中寮鄉,43週以上,1001～1500克,0
111,按發生日期分,10008080,南投縣中寮鄉,43週以上,1501～2000克,0
111,按發生日期分,10008080,南投縣中寮鄉,43週以上,2001～2500克,0
111,按發生日期分,10008080,南投縣中寮鄉,43週以上,2501～3000克,0
111,按發生日期分,10008080,南投縣中寮鄉,43週以上,3001～3500克,0
111,按發生日期分,10008080,南投縣中寮鄉,43週以上,3501～4000克,0
111,按發生日期分,10008080,南投縣中寮鄉,43週以上,4001～4500克,0
111,按發生日期分,10008080,南投縣中寮鄉,43週以上,4501～5000克,0
111,按發生日期分,10008080,南投縣中寮鄉,43週以上,5001克及以上,0
111,按發生日期分,10008090,南投縣魚池鄉,28週以下,1000克及以下,0
111,按發生日期分,10008090,南投縣魚池鄉,28週以下,1001～1500克,0
111,按發生日期分,10008090,南投縣魚池鄉,28週以下,1501～2000克,0
111,按發生日期分,10008090,南投縣魚池鄉,28週以下,2001～2500克,0
111,按發生日期分,10008090,南投縣魚池鄉,28週以下,2501～3000克,0
111,按發生日期分,10008090,南投縣魚池鄉,28週以下,3001～3500克,0
111,按發生日期分,10008090,南投縣魚池鄉,28週以下,3501～4000克,0
111,按發生日期分,10008090,南投縣魚池鄉,28週以下,4001～4500克,0
111,按發生日期分,10008090,南投縣魚池鄉,28週以下,4501～5000克,0
111,按發生日期分,10008090,南投縣魚池鄉,28週以下,5001克及以上,0
111,按發生日期分,10008090,南投縣魚池鄉,28～31週,1000克及以下,0
111,按發生日期分,10008090,南投縣魚池鄉,28～31週,1001～1500克,0
111,按發生日期分,10008090,南投縣魚池鄉,28～31週,1501～2000克,0
111,按發生日期分,10008090,南投縣魚池鄉,28～31週,2001～2500克,0
111,按發生日期分,10008090,南投縣魚池鄉,28～31週,2501～3000克,0
111,按發生日期分,10008090,南投縣魚池鄉,28～31週,3001～3500克,0
111,按發生日期分,10008090,南投縣魚池鄉,28～31週,3501～4000克,0
111,按發生日期分,10008090,南投縣魚池鄉,28～31週,4001～4500克,0
111,按發生日期分,10008090,南投縣魚池鄉,28～31週,4501～5000克,0
111,按發生日期分,10008090,南投縣魚池鄉,28～31週,5001克及以上,0
111,按發生日期分,10008090,南投縣魚池鄉,32～35週,1000克及以下,0
111,按發生日期分,10008090,南投縣魚池鄉,32～35週,1001～1500克,0
111,按發生日期分,10008090,南投縣魚池鄉,32～35週,1501～2000克,0
111,按發生日期分,10008090,南投縣魚池鄉,32～35週,2001～2500克,0
111,按發生日期分,10008090,南投縣魚池鄉,32～35週,2501～3000克,0
111,按發生日期分,10008090,南投縣魚池鄉,32～35週,3001～3500克,0
111,按發生日期分,10008090,南投縣魚池鄉,32～35週,3501～4000克,0
111,按發生日期分,10008090,南投縣魚池鄉,32～35週,4001～4500克,0
111,按發生日期分,10008090,南投縣魚池鄉,32～35週,4501～5000克,0
111,按發生日期分,10008090,南投縣魚池鄉,32～35週,5001克及以上,0
111,按發生日期分,10008090,南投縣魚池鄉,36週,1000克及以下,0
111,按發生日期分,10008090,南投縣魚池鄉,36週,1001～1500克,0
111,按發生日期分,10008090,南投縣魚池鄉,36週,1501～2000克,0
111,按發生日期分,10008090,南投縣魚池鄉,36週,2001～2500克,1
111,按發生日期分,10008090,南投縣魚池鄉,36週,2501～3000克,0
111,按發生日期分,10008090,南投縣魚池鄉,36週,3001～3500克,0
111,按發生日期分,10008090,南投縣魚池鄉,36週,3501～4000克,0
111,按發生日期分,10008090,南投縣魚池鄉,36週,4001～4500克,0
111,按發生日期分,10008090,南投縣魚池鄉,36週,4501～5000克,0
111,按發生日期分,10008090,南投縣魚池鄉,36週,5001克及以上,0
111,按發生日期分,10008090,南投縣魚池鄉,37～39週,1000克及以下,0
111,按發生日期分,10008090,南投縣魚池鄉,37～39週,1001～1500克,0
111,按發生日期分,10008090,南投縣魚池鄉,37～39週,1501～2000克,0
111,按發生日期分,10008090,南投縣魚池鄉,37～39週,2001～2500克,3
111,按發生日期分,10008090,南投縣魚池鄉,37～39週,2501～3000克,25
111,按發生日期分,10008090,南投縣魚池鄉,37～39週,3001～3500克,25
111,按發生日期分,10008090,南投縣魚池鄉,37～39週,3501～4000克,3
111,按發生日期分,10008090,南投縣魚池鄉,37～39週,4001～4500克,0
111,按發生日期分,10008090,南投縣魚池鄉,37～39週,4501～5000克,0
111,按發生日期分,10008090,南投縣魚池鄉,37～39週,5001克及以上,0
111,按發生日期分,10008090,南投縣魚池鄉,40週,1000克及以下,0
111,按發生日期分,10008090,南投縣魚池鄉,40週,1001～1500克,0
111,按發生日期分,10008090,南投縣魚池鄉,40週,1501～2000克,0
111,按發生日期分,10008090,南投縣魚池鄉,40週,2001～2500克,0
111,按發生日期分,10008090,南投縣魚池鄉,40週,2501～3000克,2
111,按發生日期分,10008090,南投縣魚池鄉,40週,3001～3500克,8
111,按發生日期分,10008090,南投縣魚池鄉,40週,3501～4000克,1
111,按發生日期分,10008090,南投縣魚池鄉,40週,4001～4500克,0
111,按發生日期分,10008090,南投縣魚池鄉,40週,4501～5000克,0
111,按發生日期分,10008090,南投縣魚池鄉,40週,5001克及以上,0
111,按發生日期分,10008090,南投縣魚池鄉,41～42週,1000克及以下,0
111,按發生日期分,10008090,南投縣魚池鄉,41～42週,1001～1500克,0
111,按發生日期分,10008090,南投縣魚池鄉,41～42週,1501～2000克,0
111,按發生日期分,10008090,南投縣魚池鄉,41～42週,2001～2500克,0
111,按發生日期分,10008090,南投縣魚池鄉,41～42週,2501～3000克,0
111,按發生日期分,10008090,南投縣魚池鄉,41～42週,3001～3500克,1
111,按發生日期分,10008090,南投縣魚池鄉,41～42週,3501～4000克,0
111,按發生日期分,10008090,南投縣魚池鄉,41～42週,4001～4500克,0
111,按發生日期分,10008090,南投縣魚池鄉,41～42週,4501～5000克,0
111,按發生日期分,10008090,南投縣魚池鄉,41～42週,5001克及以上,0
111,按發生日期分,10008090,南投縣魚池鄉,43週以上,1000克及以下,0
111,按發生日期分,10008090,南投縣魚池鄉,43週以上,1001～1500克,0
111,按發生日期分,10008090,南投縣魚池鄉,43週以上,1501～2000克,0
111,按發生日期分,10008090,南投縣魚池鄉,43週以上,2001～2500克,0
111,按發生日期分,10008090,南投縣魚池鄉,43週以上,2501～3000克,0
111,按發生日期分,10008090,南投縣魚池鄉,43週以上,3001～3500克,0
111,按發生日期分,10008090,南投縣魚池鄉,43週以上,3501～4000克,0
111,按發生日期分,10008090,南投縣魚池鄉,43週以上,4001～4500克,0
111,按發生日期分,10008090,南投縣魚池鄉,43週以上,4501～5000克,0
111,按發生日期分,10008090,南投縣魚池鄉,43週以上,5001克及以上,0
111,按發生日期分,10008100,南投縣國姓鄉,28週以下,1000克及以下,0
111,按發生日期分,10008100,南投縣國姓鄉,28週以下,1001～1500克,0
111,按發生日期分,10008100,南投縣國姓鄉,28週以下,1501～2000克,0
111,按發生日期分,10008100,南投縣國姓鄉,28週以下,2001～2500克,0
111,按發生日期分,10008100,南投縣國姓鄉,28週以下,2501～3000克,0
111,按發生日期分,10008100,南投縣國姓鄉,28週以下,3001～3500克,0
111,按發生日期分,10008100,南投縣國姓鄉,28週以下,3501～4000克,0
111,按發生日期分,10008100,南投縣國姓鄉,28週以下,4001～4500克,0
111,按發生日期分,10008100,南投縣國姓鄉,28週以下,4501～5000克,0
111,按發生日期分,10008100,南投縣國姓鄉,28週以下,5001克及以上,0
111,按發生日期分,10008100,南投縣國姓鄉,28～31週,1000克及以下,0
111,按發生日期分,10008100,南投縣國姓鄉,28～31週,1001～1500克,0
111,按發生日期分,10008100,南投縣國姓鄉,28～31週,1501～2000克,0
111,按發生日期分,10008100,南投縣國姓鄉,28～31週,2001～2500克,0
111,按發生日期分,10008100,南投縣國姓鄉,28～31週,2501～3000克,0
111,按發生日期分,10008100,南投縣國姓鄉,28～31週,3001～3500克,0
111,按發生日期分,10008100,南投縣國姓鄉,28～31週,3501～4000克,0
111,按發生日期分,10008100,南投縣國姓鄉,28～31週,4001～4500克,0
111,按發生日期分,10008100,南投縣國姓鄉,28～31週,4501～5000克,0
111,按發生日期分,10008100,南投縣國姓鄉,28～31週,5001克及以上,0
111,按發生日期分,10008100,南投縣國姓鄉,32～35週,1000克及以下,0
111,按發生日期分,10008100,南投縣國姓鄉,32～35週,1001～1500克,0
111,按發生日期分,10008100,南投縣國姓鄉,32～35週,1501～2000克,0
111,按發生日期分,10008100,南投縣國姓鄉,32～35週,2001～2500克,3
111,按發生日期分,10008100,南投縣國姓鄉,32～35週,2501～3000克,0
111,按發生日期分,10008100,南投縣國姓鄉,32～35週,3001～3500克,0
111,按發生日期分,10008100,南投縣國姓鄉,32～35週,3501～4000克,0
111,按發生日期分,10008100,南投縣國姓鄉,32～35週,4001～4500克,0
111,按發生日期分,10008100,南投縣國姓鄉,32～35週,4501～5000克,0
111,按發生日期分,10008100,南投縣國姓鄉,32～35週,5001克及以上,0
111,按發生日期分,10008100,南投縣國姓鄉,36週,1000克及以下,0
111,按發生日期分,10008100,南投縣國姓鄉,36週,1001～1500克,0
111,按發生日期分,10008100,南投縣國姓鄉,36週,1501～2000克,1
111,按發生日期分,10008100,南投縣國姓鄉,36週,2001～2500克,1
111,按發生日期分,10008100,南投縣國姓鄉,36週,2501～3000克,0
111,按發生日期分,10008100,南投縣國姓鄉,36週,3001～3500克,0
111,按發生日期分,10008100,南投縣國姓鄉,36週,3501～4000克,0
111,按發生日期分,10008100,南投縣國姓鄉,36週,4001～4500克,0
111,按發生日期分,10008100,南投縣國姓鄉,36週,4501～5000克,0
111,按發生日期分,10008100,南投縣國姓鄉,36週,5001克及以上,0
111,按發生日期分,10008100,南投縣國姓鄉,37～39週,1000克及以下,0
111,按發生日期分,10008100,南投縣國姓鄉,37～39週,1001～1500克,0
111,按發生日期分,10008100,南投縣國姓鄉,37～39週,1501～2000克,0
111,按發生日期分,10008100,南投縣國姓鄉,37～39週,2001～2500克,2
111,按發生日期分,10008100,南投縣國姓鄉,37～39週,2501～3000克,11
111,按發生日期分,10008100,南投縣國姓鄉,37～39週,3001～3500克,16
111,按發生日期分,10008100,南投縣國姓鄉,37～39週,3501～4000克,3
111,按發生日期分,10008100,南投縣國姓鄉,37～39週,4001～4500克,0
111,按發生日期分,10008100,南投縣國姓鄉,37～39週,4501～5000克,0
111,按發生日期分,10008100,南投縣國姓鄉,37～39週,5001克及以上,0
111,按發生日期分,10008100,南投縣國姓鄉,40週,1000克及以下,0
111,按發生日期分,10008100,南投縣國姓鄉,40週,1001～1500克,0
111,按發生日期分,10008100,南投縣國姓鄉,40週,1501～2000克,0
111,按發生日期分,10008100,南投縣國姓鄉,40週,2001～2500克,0
111,按發生日期分,10008100,南投縣國姓鄉,40週,2501～3000克,1
111,按發生日期分,10008100,南投縣國姓鄉,40週,3001～3500克,4
111,按發生日期分,10008100,南投縣國姓鄉,40週,3501～4000克,0
111,按發生日期分,10008100,南投縣國姓鄉,40週,4001～4500克,0
111,按發生日期分,10008100,南投縣國姓鄉,40週,4501～5000克,0
111,按發生日期分,10008100,南投縣國姓鄉,40週,5001克及以上,0
111,按發生日期分,10008100,南投縣國姓鄉,41～42週,1000克及以下,0
111,按發生日期分,10008100,南投縣國姓鄉,41～42週,1001～1500克,0
111,按發生日期分,10008100,南投縣國姓鄉,41～42週,1501～2000克,0
111,按發生日期分,10008100,南投縣國姓鄉,41～42週,2001～2500克,0
111,按發生日期分,10008100,南投縣國姓鄉,41～42週,2501～3000克,0
111,按發生日期分,10008100,南投縣國姓鄉,41～42週,3001～3500克,0
111,按發生日期分,10008100,南投縣國姓鄉,41～42週,3501～4000克,0
111,按發生日期分,10008100,南投縣國姓鄉,41～42週,4001～4500克,0
111,按發生日期分,10008100,南投縣國姓鄉,41～42週,4501～5000克,0
111,按發生日期分,10008100,南投縣國姓鄉,41～42週,5001克及以上,0
111,按發生日期分,10008100,南投縣國姓鄉,43週以上,1000克及以下,0
111,按發生日期分,10008100,南投縣國姓鄉,43週以上,1001～1500克,0
111,按發生日期分,10008100,南投縣國姓鄉,43週以上,1501～2000克,0
111,按發生日期分,10008100,南投縣國姓鄉,43週以上,2001～2500克,0
111,按發生日期分,10008100,南投縣國姓鄉,43週以上,2501～3000克,0
111,按發生日期分,10008100,南投縣國姓鄉,43週以上,3001～3500克,0
111,按發生日期分,10008100,南投縣國姓鄉,43週以上,3501～4000克,0
111,按發生日期分,10008100,南投縣國姓鄉,43週以上,4001～4500克,0
111,按發生日期分,10008100,南投縣國姓鄉,43週以上,4501～5000克,0
111,按發生日期分,10008100,南投縣國姓鄉,43週以上,5001克及以上,0
111,按發生日期分,10008110,南投縣水里鄉,28週以下,1000克及以下,0
111,按發生日期分,10008110,南投縣水里鄉,28週以下,1001～1500克,0
111,按發生日期分,10008110,南投縣水里鄉,28週以下,1501～2000克,0
111,按發生日期分,10008110,南投縣水里鄉,28週以下,2001～2500克,0
111,按發生日期分,10008110,南投縣水里鄉,28週以下,2501～3000克,0
111,按發生日期分,10008110,南投縣水里鄉,28週以下,3001～3500克,0
111,按發生日期分,10008110,南投縣水里鄉,28週以下,3501～4000克,0
111,按發生日期分,10008110,南投縣水里鄉,28週以下,4001～4500克,0
111,按發生日期分,10008110,南投縣水里鄉,28週以下,4501～5000克,0
111,按發生日期分,10008110,南投縣水里鄉,28週以下,5001克及以上,0
111,按發生日期分,10008110,南投縣水里鄉,28～31週,1000克及以下,0
111,按發生日期分,10008110,南投縣水里鄉,28～31週,1001～1500克,0
111,按發生日期分,10008110,南投縣水里鄉,28～31週,1501～2000克,0
111,按發生日期分,10008110,南投縣水里鄉,28～31週,2001～2500克,0
111,按發生日期分,10008110,南投縣水里鄉,28～31週,2501～3000克,0
111,按發生日期分,10008110,南投縣水里鄉,28～31週,3001～3500克,0
111,按發生日期分,10008110,南投縣水里鄉,28～31週,3501～4000克,0
111,按發生日期分,10008110,南投縣水里鄉,28～31週,4001～4500克,0
111,按發生日期分,10008110,南投縣水里鄉,28～31週,4501～5000克,0
111,按發生日期分,10008110,南投縣水里鄉,28～31週,5001克及以上,0
111,按發生日期分,10008110,南投縣水里鄉,32～35週,1000克及以下,0
111,按發生日期分,10008110,南投縣水里鄉,32～35週,1001～1500克,0
111,按發生日期分,10008110,南投縣水里鄉,32～35週,1501～2000克,2
111,按發生日期分,10008110,南投縣水里鄉,32～35週,2001～2500克,0
111,按發生日期分,10008110,南投縣水里鄉,32～35週,2501～3000克,3
111,按發生日期分,10008110,南投縣水里鄉,32～35週,3001～3500克,0
111,按發生日期分,10008110,南投縣水里鄉,32～35週,3501～4000克,0
111,按發生日期分,10008110,南投縣水里鄉,32～35週,4001～4500克,0
111,按發生日期分,10008110,南投縣水里鄉,32～35週,4501～5000克,0
111,按發生日期分,10008110,南投縣水里鄉,32～35週,5001克及以上,0
111,按發生日期分,10008110,南投縣水里鄉,36週,1000克及以下,0
111,按發生日期分,10008110,南投縣水里鄉,36週,1001～1500克,0
111,按發生日期分,10008110,南投縣水里鄉,36週,1501～2000克,0
111,按發生日期分,10008110,南投縣水里鄉,36週,2001～2500克,2
111,按發生日期分,10008110,南投縣水里鄉,36週,2501～3000克,3
111,按發生日期分,10008110,南投縣水里鄉,36週,3001～3500克,0
111,按發生日期分,10008110,南投縣水里鄉,36週,3501～4000克,0
111,按發生日期分,10008110,南投縣水里鄉,36週,4001～4500克,0
111,按發生日期分,10008110,南投縣水里鄉,36週,4501～5000克,0
111,按發生日期分,10008110,南投縣水里鄉,36週,5001克及以上,0
111,按發生日期分,10008110,南投縣水里鄉,37～39週,1000克及以下,0
111,按發生日期分,10008110,南投縣水里鄉,37～39週,1001～1500克,0
111,按發生日期分,10008110,南投縣水里鄉,37～39週,1501～2000克,0
111,按發生日期分,10008110,南投縣水里鄉,37～39週,2001～2500克,2
111,按發生日期分,10008110,南投縣水里鄉,37～39週,2501～3000克,15
111,按發生日期分,10008110,南投縣水里鄉,37～39週,3001～3500克,22
111,按發生日期分,10008110,南投縣水里鄉,37～39週,3501～4000克,6
111,按發生日期分,10008110,南投縣水里鄉,37～39週,4001～4500克,0
111,按發生日期分,10008110,南投縣水里鄉,37～39週,4501～5000克,0
111,按發生日期分,10008110,南投縣水里鄉,37～39週,5001克及以上,0
111,按發生日期分,10008110,南投縣水里鄉,40週,1000克及以下,0
111,按發生日期分,10008110,南投縣水里鄉,40週,1001～1500克,0
111,按發生日期分,10008110,南投縣水里鄉,40週,1501～2000克,0
111,按發生日期分,10008110,南投縣水里鄉,40週,2001～2500克,0
111,按發生日期分,10008110,南投縣水里鄉,40週,2501～3000克,1
111,按發生日期分,10008110,南投縣水里鄉,40週,3001～3500克,3
111,按發生日期分,10008110,南投縣水里鄉,40週,3501～4000克,2
111,按發生日期分,10008110,南投縣水里鄉,40週,4001～4500克,0
111,按發生日期分,10008110,南投縣水里鄉,40週,4501～5000克,0
111,按發生日期分,10008110,南投縣水里鄉,40週,5001克及以上,0
111,按發生日期分,10008110,南投縣水里鄉,41～42週,1000克及以下,0
111,按發生日期分,10008110,南投縣水里鄉,41～42週,1001～1500克,0
111,按發生日期分,10008110,南投縣水里鄉,41～42週,1501～2000克,0
111,按發生日期分,10008110,南投縣水里鄉,41～42週,2001～2500克,0
111,按發生日期分,10008110,南投縣水里鄉,41～42週,2501～3000克,0
111,按發生日期分,10008110,南投縣水里鄉,41～42週,3001～3500克,0
111,按發生日期分,10008110,南投縣水里鄉,41～42週,3501～4000克,1
111,按發生日期分,10008110,南投縣水里鄉,41～42週,4001～4500克,0
111,按發生日期分,10008110,南投縣水里鄉,41～42週,4501～5000克,0
111,按發生日期分,10008110,南投縣水里鄉,41～42週,5001克及以上,0
111,按發生日期分,10008110,南投縣水里鄉,43週以上,1000克及以下,0
111,按發生日期分,10008110,南投縣水里鄉,43週以上,1001～1500克,0
111,按發生日期分,10008110,南投縣水里鄉,43週以上,1501～2000克,0
111,按發生日期分,10008110,南投縣水里鄉,43週以上,2001～2500克,0
111,按發生日期分,10008110,南投縣水里鄉,43週以上,2501～3000克,0
111,按發生日期分,10008110,南投縣水里鄉,43週以上,3001～3500克,0
111,按發生日期分,10008110,南投縣水里鄉,43週以上,3501～4000克,0
111,按發生日期分,10008110,南投縣水里鄉,43週以上,4001～4500克,0
111,按發生日期分,10008110,南投縣水里鄉,43週以上,4501～5000克,0
111,按發生日期分,10008110,南投縣水里鄉,43週以上,5001克及以上,0
111,按發生日期分,10008120,南投縣信義鄉,28週以下,1000克及以下,1
111,按發生日期分,10008120,南投縣信義鄉,28週以下,1001～1500克,0
111,按發生日期分,10008120,南投縣信義鄉,28週以下,1501～2000克,0
111,按發生日期分,10008120,南投縣信義鄉,28週以下,2001～2500克,0
111,按發生日期分,10008120,南投縣信義鄉,28週以下,2501～3000克,0
111,按發生日期分,10008120,南投縣信義鄉,28週以下,3001～3500克,0
111,按發生日期分,10008120,南投縣信義鄉,28週以下,3501～4000克,0
111,按發生日期分,10008120,南投縣信義鄉,28週以下,4001～4500克,0
111,按發生日期分,10008120,南投縣信義鄉,28週以下,4501～5000克,0
111,按發生日期分,10008120,南投縣信義鄉,28週以下,5001克及以上,0
111,按發生日期分,10008120,南投縣信義鄉,28～31週,1000克及以下,0
111,按發生日期分,10008120,南投縣信義鄉,28～31週,1001～1500克,0
111,按發生日期分,10008120,南投縣信義鄉,28～31週,1501～2000克,1
111,按發生日期分,10008120,南投縣信義鄉,28～31週,2001～2500克,0
111,按發生日期分,10008120,南投縣信義鄉,28～31週,2501～3000克,0
111,按發生日期分,10008120,南投縣信義鄉,28～31週,3001～3500克,0
111,按發生日期分,10008120,南投縣信義鄉,28～31週,3501～4000克,0
111,按發生日期分,10008120,南投縣信義鄉,28～31週,4001～4500克,0
111,按發生日期分,10008120,南投縣信義鄉,28～31週,4501～5000克,0
111,按發生日期分,10008120,南投縣信義鄉,28～31週,5001克及以上,0
111,按發生日期分,10008120,南投縣信義鄉,32～35週,1000克及以下,0
111,按發生日期分,10008120,南投縣信義鄉,32～35週,1001～1500克,1
111,按發生日期分,10008120,南投縣信義鄉,32～35週,1501～2000克,2
111,按發生日期分,10008120,南投縣信義鄉,32～35週,2001～2500克,1
111,按發生日期分,10008120,南投縣信義鄉,32～35週,2501～3000克,4
111,按發生日期分,10008120,南投縣信義鄉,32～35週,3001～3500克,0
111,按發生日期分,10008120,南投縣信義鄉,32～35週,3501～4000克,0
111,按發生日期分,10008120,南投縣信義鄉,32～35週,4001～4500克,0
111,按發生日期分,10008120,南投縣信義鄉,32～35週,4501～5000克,0
111,按發生日期分,10008120,南投縣信義鄉,32～35週,5001克及以上,0
111,按發生日期分,10008120,南投縣信義鄉,36週,1000克及以下,0
111,按發生日期分,10008120,南投縣信義鄉,36週,1001～1500克,0
111,按發生日期分,10008120,南投縣信義鄉,36週,1501～2000克,0
111,按發生日期分,10008120,南投縣信義鄉,36週,2001～2500克,4
111,按發生日期分,10008120,南投縣信義鄉,36週,2501～3000克,6
111,按發生日期分,10008120,南投縣信義鄉,36週,3001～3500克,1
111,按發生日期分,10008120,南投縣信義鄉,36週,3501～4000克,0
111,按發生日期分,10008120,南投縣信義鄉,36週,4001～4500克,0
111,按發生日期分,10008120,南投縣信義鄉,36週,4501～5000克,0
111,按發生日期分,10008120,南投縣信義鄉,36週,5001克及以上,0
111,按發生日期分,10008120,南投縣信義鄉,37～39週,1000克及以下,0
111,按發生日期分,10008120,南投縣信義鄉,37～39週,1001～1500克,0
111,按發生日期分,10008120,南投縣信義鄉,37～39週,1501～2000克,0
111,按發生日期分,10008120,南投縣信義鄉,37～39週,2001～2500克,5
111,按發生日期分,10008120,南投縣信義鄉,37～39週,2501～3000克,48
111,按發生日期分,10008120,南投縣信義鄉,37～39週,3001～3500克,51
111,按發生日期分,10008120,南投縣信義鄉,37～39週,3501～4000克,12
111,按發生日期分,10008120,南投縣信義鄉,37～39週,4001～4500克,0
111,按發生日期分,10008120,南投縣信義鄉,37～39週,4501～5000克,0
111,按發生日期分,10008120,南投縣信義鄉,37～39週,5001克及以上,0
111,按發生日期分,10008120,南投縣信義鄉,40週,1000克及以下,0
111,按發生日期分,10008120,南投縣信義鄉,40週,1001～1500克,0
111,按發生日期分,10008120,南投縣信義鄉,40週,1501～2000克,0
111,按發生日期分,10008120,南投縣信義鄉,40週,2001～2500克,0
111,按發生日期分,10008120,南投縣信義鄉,40週,2501～3000克,3
111,按發生日期分,10008120,南投縣信義鄉,40週,3001～3500克,0
111,按發生日期分,10008120,南投縣信義鄉,40週,3501～4000克,0
111,按發生日期分,10008120,南投縣信義鄉,40週,4001～4500克,0
111,按發生日期分,10008120,南投縣信義鄉,40週,4501～5000克,0
111,按發生日期分,10008120,南投縣信義鄉,40週,5001克及以上,0
111,按發生日期分,10008120,南投縣信義鄉,41～42週,1000克及以下,0
111,按發生日期分,10008120,南投縣信義鄉,41～42週,1001～1500克,0
111,按發生日期分,10008120,南投縣信義鄉,41～42週,1501～2000克,0
111,按發生日期分,10008120,南投縣信義鄉,41～42週,2001～2500克,0
111,按發生日期分,10008120,南投縣信義鄉,41～42週,2501～3000克,0
111,按發生日期分,10008120,南投縣信義鄉,41～42週,3001～3500克,1
111,按發生日期分,10008120,南投縣信義鄉,41～42週,3501～4000克,0
111,按發生日期分,10008120,南投縣信義鄉,41～42週,4001～4500克,0
111,按發生日期分,10008120,南投縣信義鄉,41～42週,4501～5000克,0
111,按發生日期分,10008120,南投縣信義鄉,41～42週,5001克及以上,0
111,按發生日期分,10008120,南投縣信義鄉,43週以上,1000克及以下,0
111,按發生日期分,10008120,南投縣信義鄉,43週以上,1001～1500克,0
111,按發生日期分,10008120,南投縣信義鄉,43週以上,1501～2000克,0
111,按發生日期分,10008120,南投縣信義鄉,43週以上,2001～2500克,0
111,按發生日期分,10008120,南投縣信義鄉,43週以上,2501～3000克,0
111,按發生日期分,10008120,南投縣信義鄉,43週以上,3001～3500克,0
111,按發生日期分,10008120,南投縣信義鄉,43週以上,3501～4000克,0
111,按發生日期分,10008120,南投縣信義鄉,43週以上,4001～4500克,0
111,按發生日期分,10008120,南投縣信義鄉,43週以上,4501～5000克,0
111,按發生日期分,10008120,南投縣信義鄉,43週以上,5001克及以上,0
111,按發生日期分,10008130,南投縣仁愛鄉,28週以下,1000克及以下,0
111,按發生日期分,10008130,南投縣仁愛鄉,28週以下,1001～1500克,0
111,按發生日期分,10008130,南投縣仁愛鄉,28週以下,1501～2000克,0
111,按發生日期分,10008130,南投縣仁愛鄉,28週以下,2001～2500克,0
111,按發生日期分,10008130,南投縣仁愛鄉,28週以下,2501～3000克,0
111,按發生日期分,10008130,南投縣仁愛鄉,28週以下,3001～3500克,0
111,按發生日期分,10008130,南投縣仁愛鄉,28週以下,3501～4000克,0
111,按發生日期分,10008130,南投縣仁愛鄉,28週以下,4001～4500克,0
111,按發生日期分,10008130,南投縣仁愛鄉,28週以下,4501～5000克,0
111,按發生日期分,10008130,南投縣仁愛鄉,28週以下,5001克及以上,0
111,按發生日期分,10008130,南投縣仁愛鄉,28～31週,1000克及以下,0
111,按發生日期分,10008130,南投縣仁愛鄉,28～31週,1001～1500克,0
111,按發生日期分,10008130,南投縣仁愛鄉,28～31週,1501～2000克,0
111,按發生日期分,10008130,南投縣仁愛鄉,28～31週,2001～2500克,0
111,按發生日期分,10008130,南投縣仁愛鄉,28～31週,2501～3000克,0
111,按發生日期分,10008130,南投縣仁愛鄉,28～31週,3001～3500克,0
111,按發生日期分,10008130,南投縣仁愛鄉,28～31週,3501～4000克,0
111,按發生日期分,10008130,南投縣仁愛鄉,28～31週,4001～4500克,0
111,按發生日期分,10008130,南投縣仁愛鄉,28～31週,4501～5000克,0
111,按發生日期分,10008130,南投縣仁愛鄉,28～31週,5001克及以上,0
111,按發生日期分,10008130,南投縣仁愛鄉,32～35週,1000克及以下,0
111,按發生日期分,10008130,南投縣仁愛鄉,32～35週,1001～1500克,0
111,按發生日期分,10008130,南投縣仁愛鄉,32～35週,1501～2000克,2
111,按發生日期分,10008130,南投縣仁愛鄉,32～35週,2001～2500克,5
111,按發生日期分,10008130,南投縣仁愛鄉,32～35週,2501～3000克,1
111,按發生日期分,10008130,南投縣仁愛鄉,32～35週,3001～3500克,0
111,按發生日期分,10008130,南投縣仁愛鄉,32～35週,3501～4000克,0
111,按發生日期分,10008130,南投縣仁愛鄉,32～35週,4001～4500克,0
111,按發生日期分,10008130,南投縣仁愛鄉,32～35週,4501～5000克,0
111,按發生日期分,10008130,南投縣仁愛鄉,32～35週,5001克及以上,0
111,按發生日期分,10008130,南投縣仁愛鄉,36週,1000克及以下,0
111,按發生日期分,10008130,南投縣仁愛鄉,36週,1001～1500克,0
111,按發生日期分,10008130,南投縣仁愛鄉,36週,1501～2000克,0
111,按發生日期分,10008130,南投縣仁愛鄉,36週,2001～2500克,3
111,按發生日期分,10008130,南投縣仁愛鄉,36週,2501～3000克,3
111,按發生日期分,10008130,南投縣仁愛鄉,36週,3001～3500克,2
111,按發生日期分,10008130,南投縣仁愛鄉,36週,3501～4000克,0
111,按發生日期分,10008130,南投縣仁愛鄉,36週,4001～4500克,0
111,按發生日期分,10008130,南投縣仁愛鄉,36週,4501～5000克,0
111,按發生日期分,10008130,南投縣仁愛鄉,36週,5001克及以上,0
111,按發生日期分,10008130,南投縣仁愛鄉,37～39週,1000克及以下,0
